ID	Name	Desc
LL0000008845	desi2	desumoylating isopeptidase 2
LL0000008846	desma	desmin a
LL0000008847	desmb	desmin b
LL0000008848	det1	DET1 partner of COP1 E3 ubiquitin ligase
LL0000008849	dexi	Dexi homolog (mouse)
LL0000008850	dffa	DNA fragmentation factor, alpha polypeptide
LL0000008851	dffb	DNA fragmentation factor, beta polypeptide (caspase-activated DNase)
LL0000008852	dgat1a	diacylglycerol O-acyltransferase 1a
LL0000008853	dgat1b	diacylglycerol O-acyltransferase 1b
LL0000008854	dgat2	diacylglycerol O-acyltransferase 2
LL0000008855	dgcr2	DiGeorge syndrome critical region gene 2
LL0000008856	dgcr6	DiGeorge syndrome critical region gene 6
LL0000008857	dgcr8	DGCR8 microprocessor complex subunit
LL0000008858	dgkaa	diacylglycerol kinase, alpha a
LL0000008859	dgkab	diacylglycerol kinase, alpha b
LL0000008860	dgkb	diacylglycerol kinase, beta
LL0000008861	DGKD	diacylglycerol kinase delta [Source:HGNC Symbol;Acc:HGNC:2851]
LL0000008862	dgke	diacylglycerol kinase, epsilon
LL0000008863	dgkg	diacylglycerol kinase, gamma
LL0000008864	dgkh	diacylglycerol kinase, eta
LL0000008865	DGKI	diacylglycerol kinase, iota [Source:NCBI gene;Acc:100331649]
LL0000008866	dgkq	diacylglycerol kinase theta
LL0000008867	dgkza	diacylglycerol kinase, zeta a
LL0000008868	dgkzb	diacylglycerol kinase, zeta b
LL0000008869	dglucy	D-glutamate cyclase
LL0000008870	dguok	deoxyguanosine kinase
LL0000008871	dharma	dharma
LL0000008872	dhcr24	24-dehydrocholesterol reductase
LL0000008873	dhcr7	7-dehydrocholesterol reductase
LL0000008874	dhdds	dehydrodolichyl diphosphate synthase
LL0000008875	DHDH	zgc:101723 [Source:ZFIN;Acc:ZDB-GENE-040927-25]
LL0000008876	dhdhl	dihydrodiol dehydrogenase (dimeric), like
LL0000008877	dhfr	dihydrofolate reductase
LL0000008878	dhh	desert hedgehog signaling molecule
LL0000008879	dhodh	dihydroorotate dehydrogenase
LL0000008880	dhps	deoxyhypusine synthase
LL0000008881	dhrs1	dehydrogenase/reductase (SDR family) member 1
LL0000008882	dhrs11a	dehydrogenase/reductase (SDR family) member 11a
LL0000008883	dhrs11b	dehydrogenase/reductase (SDR family) member 11b
LL0000008884	dhrs12	dehydrogenase/reductase (SDR family) member 12
LL0000008885	dhrs13a.1	dehydrogenase/reductase (SDR family) member 13a, tandem duplicate 1
LL0000008886	dhrs13a.2	dehydrogenase/reductase (SDR family) member 13a, tandem duplicate 2
LL0000008887	dhrs13a.3	dehydrogenase/reductase (SDR family) member 13a, duplicate 3
LL0000008888	dhrs13b	dehydrogenase/reductase (SDR family) member 13b [Source:ZFIN;Acc:ZDB-GENE-040801-253]
LL0000008889	dhrs13l1	dehydrogenase/reductase (SDR family) member 13 like 1
LL0000008890	dhrs3a	dehydrogenase/reductase (SDR family) member 3a
LL0000008891	dhrs3b	dehydrogenase/reductase (SDR family) member 3b
LL0000008892	dhrs4	dehydrogenase/reductase (SDR family) member 4
LL0000008893	dhrs7	dehydrogenase/reductase (SDR family) member 7
LL0000008894	dhrs7b	dehydrogenase/reductase (SDR family) member 7B
LL0000008895	dhrs7ca	dehydrogenase/reductase (SDR family) member 7Ca
LL0000008896	dhrs7cb	dehydrogenase/reductase (SDR family) member 7Cb
LL0000008897	dhrs9	dehydrogenase/reductase (SDR family) member 9
LL0000008898	dhrsx	dehydrogenase/reductase (SDR family) X-linked
LL0000008899	dhtkd1	dehydrogenase E1 and transketolase domain containing 1
LL0000008900	dhx15	DEAH (Asp-Glu-Ala-His) box helicase 15
LL0000008901	dhx16	DEAH (Asp-Glu-Ala-His) box polypeptide 16
LL0000008902	dhx29	DEAH (Asp-Glu-Ala-His) box polypeptide 29
LL0000008903	dhx30	DEAH (Asp-Glu-Ala-His) box helicase 30
LL0000008904	dhx32a	DEAH (Asp-Glu-Ala-His) box polypeptide 32a
LL0000008905	dhx32b	DEAH (Asp-Glu-Ala-His) box polypeptide 32b
LL0000008906	dhx33	DEAH (Asp-Glu-Ala-His) box polypeptide 33
LL0000008907	dhx34	DEAH (Asp-Glu-Ala-His) box polypeptide 34
LL0000008908	DHX35	zgc:158828 [Source:ZFIN;Acc:ZDB-GENE-070410-11]
LL0000008909	dhx36	DEAH (Asp-Glu-Ala-His) box polypeptide 36
LL0000008910	dhx37	DEAH (Asp-Glu-Ala-His) box polypeptide 37
LL0000008911	dhx38	DEAH (Asp-Glu-Ala-His) box polypeptide 38
LL0000008912	dhx40	DEAH (Asp-Glu-Ala-His) box polypeptide 40
LL0000008913	dhx57	DEAH (Asp-Glu-Ala-Asp/His) box polypeptide 57
LL0000008914	dhx58	DEXH (Asp-Glu-X-His) box polypeptide 58
LL0000008915	dhx8	DEAH (Asp-Glu-Ala-His) box polypeptide 8
LL0000008916	dhx9	DEAH (Asp-Glu-Ala-His) box helicase 9
LL0000008917	dia1a	deleted in autism 1a [Source:ZFIN;Acc:ZDB-GENE-041114-148]
LL0000008918	dia1b	deleted in autism 1b [Source:ZFIN;Acc:ZDB-GENE-070830-2]
LL0000008919	diabloa	diablo, IAP-binding mitochondrial protein a
LL0000008920	diablob	diablo, IAP-binding mitochondrial protein b
LL0000008921	diaph2	diaphanous-related formin 2
LL0000008922	diaph3	diaphanous-related formin 3
LL0000008923	dicer1	dicer 1, ribonuclease type III
LL0000008924	dicp1.1	diverse immunoglobulin domain-containing protein 1.1
LL0000008925	dicp1.16	diverse immunoglobulin domain-containing protein 1.16
LL0000008926	dicp1.17	diverse immunoglobulin domain-containing protein 1.17
LL0000008927	dicp1.19	diverse immunoglobulin domain-containing protein 1.19
LL0000008928	dicp1.3-4	diverse immunoglobulin domain-containing protein 1.3-4
LL0000008929	dicp1.5-6	diverse immunoglobulin domain-containing protein 1.5-6
LL0000008930	dicp1.7	diverse immunoglobulin domain-containing protein 1.7
LL0000008931	dicp2.1	diverse immunoglobulin domain-containing protein 2.1
LL0000008932	dicp2.2	diverse immunoglobulin domain-containing protein 2.2
LL0000008933	dicp3.1	diverse immunoglobulin domain-containing protein 3.1
LL0000008934	dicp3.3	diverse immunoglobulin domain-containing protein 3.3
LL0000008935	dido1	death inducer-obliterator 1
LL0000008936	dimt1l	DIM1 dimethyladenosine transferase 1-like (S. cerevisiae)
LL0000008937	dio1	iodothyronine deiodinase 1
LL0000008938	dio2	iodothyronine deiodinase 2
LL0000008939	dio3a	iodothyronine deiodinase 3a
LL0000008940	dio3b	iodothyronine deiodinase 3b
LL0000008941	dip2a	disco-interacting protein 2 homolog A
LL0000008942	dip2ba	disco-interacting protein 2 homolog Ba
LL0000008943	dip2bb	disco-interacting protein 2 homolog Bb
LL0000008944	dip2ca	disco-interacting protein 2 homolog Ca
LL0000008945	dip2cb	disco-interacting protein 2 homolog Cb
LL0000008946	DIPK2B	si:ch73-147f11.1 [Source:ZFIN;Acc:ZDB-GENE-110411-223]
LL0000008947	diras1a	DIRAS family, GTP-binding RAS-like 1a
LL0000008948	diras1b	DIRAS family, GTP-binding RAS-like 1b
LL0000008949	diras2	DIRAS family GTPase 2
LL0000008950	dirc2	disrupted in renal carcinoma 2 [Source:ZFIN;Acc:ZDB-GENE-040912-167]
LL0000008951	dis3	DIS3 exosome endoribonuclease and 3'-5' exoribonuclease
LL0000008952	dis3l	DIS3 like exosome 3'-5' exoribonuclease
LL0000008953	dis3l2	DIS3 like 3'-5' exoribonuclease 2
LL0000008954	disc1	DISC1 scaffold protein
LL0000008955	disp1	dispatched homolog 1 (Drosophila)
LL0000008956	disp2	dispatched homolog 2 (Drosophila)
LL0000008957	DISP3	si:dkey-32e23.6 [Source:ZFIN;Acc:ZDB-GENE-081104-407]
LL0000008958	dixdc1a	DIX domain containing 1a
LL0000008959	dixdc1b	DIX domain containing 1b
LL0000008960	dkc1	dyskeratosis congenita 1, dyskerin
LL0000008961	dkk1a	dickkopf WNT signaling pathway inhibitor 1a
LL0000008962	dkk1b	dickkopf WNT signaling pathway inhibitor 1b
LL0000008963	dkk2	dickkopf WNT signaling pathway inhibitor 2
LL0000008964	dkk3a	dickkopf WNT signaling pathway inhibitor 3a
LL0000008965	dkk3b	dickkopf WNT signaling pathway inhibitor 3b
LL0000008966	dla	deltaA
LL0000008967	dlat	dihydrolipoamide S-acetyltransferase (E2 component of pyruvate dehydrogenase complex)
LL0000008968	dlb	deltaB
LL0000008969	dlc	deltaC
LL0000008970	dlc1	DLC1 Rho GTPase activating protein
LL0000008971	dld	deltaD
LL0000008972	dldh	dihydrolipoamide dehydrogenase
LL0000008973	dlec1	DLEC1 cilia and flagella associated protein
LL0000008974	dlg1	discs, large homolog 1 (Drosophila)
LL0000008975	dlg1l	discs, large (Drosophila) homolog 1, like
LL0000008976	dlg2	discs, large homolog 2 (Drosophila)
LL0000008977	dlg3	discs, large homolog 3 (Drosophila)
LL0000008978	dlg4a	discs, large homolog 4a (Drosophila)
LL0000008979	dlg4b	discs, large homolog 4b (Drosophila)
LL0000008980	dlg5a	discs, large homolog 5a (Drosophila)
LL0000008981	dlg5b.1	discs, large homolog 5b (Drosophila), tandem duplicate 1
LL0000008982	dlgap1a	discs, large (Drosophila) homolog-associated protein 1a
LL0000008983	dlgap1b	discs, large (Drosophila) homolog-associated protein 1b
LL0000008984	dlgap2a	discs, large (Drosophila) homolog-associated protein 2a
LL0000008985	dlgap2b	discs, large (Drosophila) homolog-associated protein 2b
LL0000008986	dlgap3	discs, large (Drosophila) homolog-associated protein 3
LL0000008987	dlgap4a	discs, large (Drosophila) homolog-associated protein 4a
LL0000008988	dlgap4b	discs, large (Drosophila) homolog-associated protein 4b
LL0000008989	dlgap5	discs, large (Drosophila) homolog-associated protein 5
LL0000008990	dlk2	delta-like 2 homolog (Drosophila)
LL0000008991	dll4	delta-like 4 (Drosophila)
LL0000008992	dlst	dihydrolipoamide S-succinyltransferase
LL0000008993	dlx1a	distal-less homeobox 1a
LL0000008994	dlx2a	distal-less homeobox 2a
LL0000008995	dlx2b	distal-less homeobox 2b
LL0000008996	dlx3b	distal-less homeobox 3b
LL0000008997	dlx4a	distal-less homeobox 4a
LL0000008998	dlx4b	distal-less homeobox 4b
LL0000008999	dlx5a	distal-less homeobox 5a
LL0000009000	dlx6a	distal-less homeobox 6a
LL0000009001	dmac2l	distal membrane arm assembly complex 2 like
LL0000009002	dmap1	DNA methyltransferase 1 associated protein 1
LL0000009003	dmbx1a	diencephalon/mesencephalon homeobox 1a
LL0000009004	dmbx1b	diencephalon/mesencephalon homeobox 1b
LL0000009005	dmc1	DNA meiotic recombinase 1
LL0000009006	dmd	dystrophin
LL0000009007	dmgdh	dimethylglycine dehydrogenase
LL0000009008	dmrt1	doublesex and mab-3 related transcription factor 1
LL0000009009	dmrt2a	doublesex and mab-3 related transcription factor 2a
LL0000009010	dmrt2b	doublesex and mab-3 related transcription factor 2b
LL0000009011	dmrt3a	doublesex and mab-3 related transcription factor 3a
LL0000009012	dmrta2	DMRT-like family A2
LL0000009013	dmtf1	cyclin D binding myb-like transcription factor 1
LL0000009014	dmtn	dematin actin binding protein
LL0000009015	DMWD	zmp:0000000529 [Source:ZFIN;Acc:ZDB-GENE-130530-532]
LL0000009016	dmxl2	Dmx-like 2
LL0000009017	dna2	DNA replication helicase/nuclease 2
LL0000009018	dnaaf1	dynein, axonemal, assembly factor 1
LL0000009019	dnaaf2	dynein, axonemal, assembly factor 2
LL0000009020	dnaaf3	dynein, axonemal, assembly factor 3
LL0000009021	dnaaf3l	dynein, axonemal, assembly factor 3 like
LL0000009022	dnaaf4	dynein axonemal assembly factor 4
LL0000009023	dnah1	dynein, axonemal, heavy chain 1
LL0000009024	DNAH10	si:dkeyp-86b9.1 [Source:ZFIN;Acc:ZDB-GENE-060531-163]
LL0000009025	dnah11	dynein, axonemal, heavy chain 11
LL0000009026	dnah12	dynein, axonemal, heavy chain 12
LL0000009027	dnah2	dynein, axonemal, heavy chain 2
LL0000009028	dnah3	dynein axonemal heavy chain 3
LL0000009029	dnah5	dynein, axonemal, heavy chain 5
LL0000009030	dnah5l	dynein, axonemal, heavy chain 5 like
LL0000009031	dnah6	dynein, axonemal, heavy chain 6
LL0000009032	dnah7	dynein, axonemal, heavy chain 7
LL0000009033	dnah9	dynein, axonemal, heavy chain 9
LL0000009034	dnah9l	dynein, axonemal, heavy polypeptide 9 like
LL0000009035	dnai1.1	dynein, axonemal, intermediate chain 1, paralog 1
LL0000009036	dnai1.2	dynein, axonemal, intermediate chain 1, paralog 2
LL0000009037	dnai2a	dynein, axonemal, intermediate chain 2a
LL0000009038	dnai2b	dynein, axonemal, intermediate chain 2b
LL0000009039	dnaja1	DnaJ heat shock protein family (Hsp40) member A1
LL0000009040	dnaja2a	DnaJ heat shock protein family (Hsp40) member A2a
LL0000009041	dnaja2b	DnaJ heat shock protein family (Hsp40) member A2b
LL0000009042	dnaja3a	DnaJ heat shock protein family (Hsp40) member A3a
LL0000009043	dnaja3b	DnaJ heat shock protein family (Hsp40) member A3b
LL0000009044	dnajb11	DnaJ heat shock protein family (Hsp40) member B11
LL0000009045	dnajb12a	DnaJ heat shock protein family (Hsp40) member B12a
LL0000009046	dnajb12b	DnaJ heat shock protein family (Hsp40) member B12b
LL0000009047	dnajb13	DnaJ heat shock protein family (Hsp40) member B13
LL0000009048	dnajb14	DnaJ heat shock protein family (Hsp40) member B14
LL0000009049	dnajb1a	DnaJ heat shock protein family (Hsp40) member B1a
LL0000009050	dnajb1b	DnaJ heat shock protein family (Hsp40) member B1b
LL0000009051	dnajb2	DnaJ heat shock protein family (Hsp40) member B2
LL0000009052	dnajb4	DnaJ heat shock protein family (Hsp40) member B4
LL0000009053	dnajb5	DnaJ heat shock protein family (Hsp40) member B5
LL0000009054	dnajb6a	DnaJ heat shock protein family (Hsp40) member B6a
LL0000009055	dnajb6b	DnaJ heat shock protein family (Hsp40) member B6b
LL0000009056	dnajb9a	DnaJ heat shock protein family (Hsp40) member B9a
LL0000009057	dnajb9b	DnaJ heat shock protein family (Hsp40) member B9b
LL0000009058	dnajc1	DnaJ (Hsp40) homolog, subfamily C, member 1
LL0000009059	dnajc10	DnaJ (Hsp40) homolog, subfamily C, member 10
LL0000009060	dnajc11a	DnaJ (Hsp40) homolog, subfamily C, member 11a
LL0000009061	dnajc11b	DnaJ (Hsp40) homolog, subfamily C, member 11b
LL0000009062	dnajc12	DnaJ (Hsp40) homolog, subfamily C, member 12
LL0000009063	dnajc14	DnaJ (Hsp40) homolog, subfamily C, member 14
LL0000009064	dnajc15	DnaJ (Hsp40) homolog, subfamily C, member 15
LL0000009065	dnajc16	DnaJ (Hsp40) homolog, subfamily C, member 16
LL0000009066	dnajc16l	DnaJ (Hsp40) homolog, subfamily C, member 16 like
LL0000009067	dnajc17	DnaJ (Hsp40) homolog, subfamily C, member 17
LL0000009068	dnajc18	DnaJ (Hsp40) homolog, subfamily C, member 18
LL0000009069	dnajc19	DnaJ (Hsp40) homolog, subfamily C, member 19
LL0000009070	dnajc2	DnaJ (Hsp40) homolog, subfamily C, member 2
LL0000009071	dnajc21	DnaJ heat shock protein family (Hsp40) member C21
LL0000009072	dnajc22	DnaJ (Hsp40) homolog, subfamily C, member 22
LL0000009073	dnajc24	DnaJ (Hsp40) homolog, subfamily C, member 24
LL0000009074	dnajc25	DnaJ (Hsp40) homolog, subfamily C , member 25
LL0000009075	dnajc27	DnaJ (Hsp40) homolog, subfamily C, member 27
LL0000009076	dnajc28	DnaJ (Hsp40) homolog, subfamily C, member 28
LL0000009077	dnajc30b	DnaJ (Hsp40) homolog, subfamily C, member 30b
LL0000009078	dnajc3a	DnaJ (Hsp40) homolog, subfamily C, member 3a
LL0000009079	dnajc3b	DnaJ (Hsp40) homolog, subfamily C, member 3b
LL0000009080	dnajc4	DnaJ (Hsp40) homolog, subfamily C, member 4
LL0000009081	dnajc5aa	DnaJ (Hsp40) homolog, subfamily C, member 5aa
LL0000009082	dnajc5ab	DnaJ (Hsp40) homolog, subfamily C, member 5ab
LL0000009083	dnajc5b	DnaJ (Hsp40) homolog, subfamily C, member 5 beta
LL0000009084	dnajc5ga	DnaJ (Hsp40) homolog, subfamily C, member 5 gamma a
LL0000009085	dnajc5gb	DnaJ (Hsp40) homolog, subfamily C, member 5 gamma b
LL0000009086	dnajc6	DnaJ (Hsp40) homolog, subfamily C, member 6
LL0000009087	dnajc7	DnaJ (Hsp40) homolog, subfamily C, member 7
LL0000009088	dnajc8	DnaJ (Hsp40) homolog, subfamily C, member 8
LL0000009089	dnajc9	DnaJ (Hsp40) homolog, subfamily C, member 9
LL0000009090	dnal1	dynein, axonemal, light chain 1
LL0000009091	DNAL1 (1 of many)	si:dkey-84k17.3 [Source:ZFIN;Acc:ZDB-GENE-131127-136]
LL0000009092	dnal4a	dynein, axonemal, light chain 4a
LL0000009093	dnal4b	dynein, axonemal, light chain 4b
LL0000009094	dnali1	dynein, axonemal, light intermediate chain 1
LL0000009095	dnase1	deoxyribonuclease I
LL0000009096	dnase1l1	deoxyribonuclease I-like 1
LL0000009097	dnase1l1l	deoxyribonuclease I-like 1-like
LL0000009098	dnase1l4.1	deoxyribonuclease 1 like 4, tandem duplicate 1
LL0000009099	dnase1l4.2	deoxyribonuclease 1 like 4, tandem duplicate 2
LL0000009100	dnase2	deoxyribonuclease II, lysosomal
LL0000009101	dnase2b	deoxyribonuclease II beta
LL0000009102	dnd1	DND microRNA-mediated repression inhibitor 1
LL0000009103	dner	delta/notch-like EGF repeat containing
LL0000009104	dnlz	DNL-type zinc finger
LL0000009105	dnm1a	dynamin 1a
LL0000009106	dnm1b	dynamin 1b
LL0000009107	dnm1l	dynamin 1-like
LL0000009108	dnm2a	dynamin 2a
LL0000009109	dnm2b	dynamin 2b
LL0000009110	dnm3a	dynamin 3a
LL0000009111	dnmbp	dynamin binding protein
LL0000009112	dnmt1	DNA (cytosine-5-)-methyltransferase 1
LL0000009113	dnmt3aa	DNA (cytosine-5-)-methyltransferase 3 alpha a
LL0000009114	dnmt3ab	DNA (cytosine-5-)-methyltransferase 3 alpha b
LL0000009115	dnmt3ba	DNA (cytosine-5-)-methyltransferase 3 beta, duplicate a
LL0000009116	dnmt3bb.1	DNA (cytosine-5-)-methyltransferase 3 beta, duplicate b.1
LL0000009117	dnmt3bb.2	DNA (cytosine-5-)-methyltransferase 3 beta, duplicate b.2
LL0000009118	dnmt3bb.3	DNA (cytosine-5-)-methyltransferase beta, duplicate b.3
LL0000009119	dnpep	aspartyl aminopeptidase
LL0000009120	dnph1	2'-deoxynucleoside 5'-phosphate N-hydrolase 1
LL0000009121	dntt	deoxynucleotidyltransferase, terminal
LL0000009122	dnttip2	deoxynucleotidyltransferase, terminal, interacting protein 2
LL0000009123	doc2a	double C2-like domains, alpha
LL0000009124	doc2b	double C2-like domains, beta
LL0000009125	doc2d	double C2-like domains, delta
LL0000009126	dock1	dedicator of cytokinesis 1
LL0000009127	dock10	dedicator of cytokinesis 10
LL0000009128	dock11	dedicator of cytokinesis 11
LL0000009129	dock3	dedicator of cytokinesis 3
LL0000009130	DOCK4 (1 of many)	si:dkey-81e3.1 [Source:ZFIN;Acc:ZDB-GENE-120703-34]
LL0000009131	dock4b	dedicator of cytokinesis 4b
LL0000009132	dock5	dedicator of cytokinesis 5
LL0000009133	dock6	dedicator of cytokinesis 6
LL0000009134	dock7	dedicator of cytokinesis 7
LL0000009135	dock8	dedicator of cytokinesis 8
LL0000009136	DOCK9	zmp:0000001200 [Source:NCBI gene;Acc:566175]
LL0000009137	dock9b	dedicator of cytokinesis 9b
LL0000009138	dohh	deoxyhypusine hydroxylase/monooxygenase
LL0000009139	dok1a	docking protein 1a
LL0000009140	dok1b	docking protein 1b
LL0000009141	dok2	docking protein 2
LL0000009142	dok4	docking protein 4
LL0000009143	dok6	docking protein 6
LL0000009144	dok7	docking protein 7
LL0000009145	dolk	dolichol kinase
LL0000009146	dolpp1	dolichyldiphosphatase 1
LL0000009147	dop1a	DOP1 leucine zipper like protein A
LL0000009148	dop1b	DOP1 leucine zipper like protein B
LL0000009149	dot1l	DOT1-like histone H3K79 methyltransferase
LL0000009150	dpagt1	dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)
LL0000009151	dpcd	deleted in primary ciliary dyskinesia homolog (mouse)
LL0000009152	dpep1	dipeptidase 1
LL0000009153	dpep2	dipeptidase 2
LL0000009154	dpf1	D4, zinc and double PHD fingers family 1
LL0000009155	dpf2	D4, zinc and double PHD fingers family 2
LL0000009156	dpf2l	D4, zinc and double PHD fingers family 2, like
LL0000009157	dpf3	D4, zinc and double PHD fingers, family 3
LL0000009158	dph1	diphthamide biosynthesis 1
LL0000009159	dph2	diphthamide biosynthesis 2
LL0000009160	dph3	diphthamide biosynthesis 3
LL0000009161	dph5	diphthamide biosynthesis 5
LL0000009162	dph6	diphthamine biosynthesis 6
LL0000009163	dph7	diphthamide biosynthesis 7
LL0000009164	dpm1	dolichyl-phosphate mannosyltransferase subunit 1, catalytic
LL0000009165	dpm2	dolichyl-phosphate mannosyltransferase subunit 2, regulatory
LL0000009166	dpm3	dolichyl-phosphate mannosyltransferase subunit 3, regulatory
LL0000009167	dpp3	dipeptidyl-peptidase 3
LL0000009168	dpp4	dipeptidyl-peptidase 4
LL0000009169	dpp6a	dipeptidyl-peptidase 6a
LL0000009170	dpp6b	dipeptidyl-peptidase 6b
LL0000009171	dpp7	dipeptidyl-peptidase 7
LL0000009172	dpp9	dipeptidyl-peptidase 9
LL0000009173	dpt	dermatopontin
LL0000009174	dpy19l1l	dpy-19-like 1, like (H. sapiens)
LL0000009175	dpy19l3	dpy-19 like C-mannosyltransferase 3
LL0000009176	dpy30	dpy-30 histone methyltransferase complex regulatory subunit
LL0000009177	dpyda.1	dihydropyrimidine dehydrogenase a, tandem duplicate 1
LL0000009178	dpyda.3	dihydropyrimidine dehydrogenase a, tandem duplicate 3
LL0000009179	dpydb	dihydropyrimidine dehydrogenase b
LL0000009180	dpys	dihydropyrimidinase
LL0000009181	DPYSL2 (1 of many)	dihydropyrimidinase-like 2a [Source:NCBI gene;Acc:798555]
LL0000009182	dpysl2b	dihydropyrimidinase like 2b
LL0000009183	dpysl3	dihydropyrimidinase like 3
LL0000009184	dpysl4	dihydropyrimidinase like 4
LL0000009185	dpysl5a	dihydropyrimidinase like 5a
LL0000009186	dpysl5b	dihydropyrimidinase like 5b
